ある	ある	0	0	is there	一些	некоторые
日	日	1	0	Day	天	день
の	の	0	0	of	的	из
事	事	0	0	Thing	事	вещь
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
御	御	0	0	Your	你的	ваш
釈迦	釈迦	0	0	Buddha	佛	Будда
様	様	0	0	Mr	像	как
は	は	0	0	It is	这是	Здесь
極楽	極楽	0	0	Paradise	天堂	рай
の	の	0	0	of	的	из
蓮池	蓮池	0	0	Hasuike	莲池	Hasuike
の	の	0	0	of	的	из
ふち	ふち	1	0	Brink	边缘	Brink
を	を	0	0	The	该
、	、	0	0	,	，	,
独り	独り	1	0	alone	独	один
で	で	0	0	so	在	в
ぶらぶら	ぶらぶら	0	0	Aimlessly	等闲	Бесцельно
御	御	0	0	Your	你的	ваш
歩き	歩き	1	0	Walking	步行	ходьба
に	に	0	0	To	至	к
なっ	なる	0	0	Become	变	становится
て	て	0	0	On	上	на
いらっしゃい	いらっしゃる	0	0	Come	来	прийти
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
池	池	1	0	pond	池塘	пруд
の	の	0	0	of	的	из
中	中	0	0	During ~	中	среда
に	に	0	0	To	至	к
咲い	咲く	1	0	bloom	盛开	цветение
て	て	0	0	On	上	на
いる	いる	0	0	Roast	烤	обжиг
蓮	蓮	0	0	lotus	莲花	лотос
の	の	0	0	of	的	из
花	花	0	0	flower	花	цветок
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
みんな	みんな	0	0	Everyone	明娜	Минна
玉	玉	0	0	ball	球	мяч
の	の	0	0	of	的	из
よう	よう	0	0	Yo	呦	Yo
に	に	0	0	To	至	к
まっ白	まっ白	0	0	Pure white	皑皑	Чистый белый
で	で	0	0	so	在	в
、	、	0	0	,	，	,
その	その	0	0	That	该
まん中	まん中	0	0	The middle	中间	середина
に	に	0	0	To	至	к
ある	ある	0	0	is there	一些	некоторые
金色	金色	0	0	Gold	金	золото
の	の	0	0	of	的	из
蕊	蕊	0	0	Stamens	雄蕊	Тычинок
から	から	0	0	From	从	из
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
何とも	何とも	0	0	Indescribably	别提	Непередаваемо
云え	云う	0	0	say	说	сказать
ない	ない	0	0	Absent	没有	Не имею
好い	好い	0	0	good	良好	хорошо
匂	匂	1	0	Smell	闻	обоняние
が	が	0	0	But	那里	Там
、	、	0	0	,	，	,
絶間	絶間	0	0	Constantly	经常	постоянно
なく	ない	0	0	Absent	没有	Не имею
あたり	あたり	0	0	Strike	罢工	стачка
へ	へ	0	0	What	至	к
溢れ	溢れる	1	0	Overflow	溢出	перелив
て	て	0	0	On	上	на
居り	居る	0	0	Have	有	иметь
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
極楽	極楽	0	0	Paradise	天堂	рай
は	は	0	0	It is	这是	Здесь
丁度	丁度	0	0	exactly	刚	как раз
朝	朝	1	0	Morning	上午	утро
な	だ	0	0	I	我	Я
の	の	0	0	of	的	из
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ましょ	ます	0	0	You	您	вы
う	う	0	0	Cormorant	鸬鹚	баклан
。	。	0	1	.	。	,
やがて	やがて	0	0	Soon	不久	скоро
御	御	0	0	Your	你的	ваш
釈迦	釈迦	0	0	Buddha	佛	Будда
様	様	0	0	Mr	像	как
は	は	0	0	It is	这是	Здесь
その	その	0	0	That	该
池	池	0	0	pond	池塘	пруд
の	の	0	0	of	的	из
ふち	ふち	0	0	Brink	边缘	Brink
に	に	0	0	To	至	к
御	御	0	0	Your	你的	ваш
佇み	佇む	0	0	Nestled	坐落	Удобно
に	に	0	0	To	至	к
なっ	なる	0	0	Become	变	становится
て	て	0	0	On	上	на
、	、	0	0	,	，	,
水	水	1	0	water	水	вода
の	の	0	0	of	的	из
面	面	0	0	surface	面	поверхность
を	を	0	0	The	该
蔽っ	蔽う	0	0	cover	盖	обложка
て	て	0	0	On	上	на
いる	いる	0	0	Roast	烤	обжиг
蓮	蓮	1	0	lotus	莲花	лотос
の	の	0	0	of	的	из
葉	葉	1	0	leaf	叶	лист
の	の	0	0	of	的	из
間	間	0	0	while	之间	между
から	から	0	0	From	从	из
、	、	0	0	,	，	,
ふと	ふと	0	0	Inadvertently	不经意间	ненароком
下	下	0	0	under	下面	ниже
の	の	0	0	of	的	из
様子	様子	1	0	Appearance	外形	внешний вид
を	を	0	0	The	该
御覧	御覧	0	0	Look	看	посмотреть
に	に	0	0	To	至	к
なり	なる	0	0	Become	变	становится
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
この	この	0	0	this	此	Это
極楽	極楽	0	0	Paradise	天堂	рай
の	の	0	0	of	的	из
蓮池	蓮池	0	0	Hasuike	莲池	Hasuike
の	の	0	0	of	的	из
下	下	1	0	under	下面	ниже
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
丁度	丁度	0	0	exactly	刚	как раз
地獄	地獄	0	0	hell	地狱	ад
の	の	0	0	of	的	из
底	底	0	0	bottom	底部	дно
に	に	0	0	To	至	к
当っ	当る	0	0	Hit	击中	хит
て	て	0	0	On	上	на
居り	居る	0	0	Have	有	иметь
ます	ます	0	0	You	您	вы
から	から	0	0	From	从	из
、	、	0	0	,	，	,
水晶	水晶	0	0	crystal	水晶	кристалл
の	の	0	0	of	的	из
よう	よう	0	0	Yo	呦	Yo
な	だ	0	0	I	我	Я
水	水	0	0	water	水	вода
を	を	0	0	The	该
透き	透く	0	0	be transparent	留下一个缺口	Оставьте зазор
徹し	徹す	0	0	Tessu	Tessu	Tessu
て	て	0	0	On	上	на
、	、	0	0	,	，	,
三	三	0	0	three	三	три
途	途	0	0	Applications	应用	приложений
の	の	0	0	of	的	из
河	河	0	0	river	江	река
や	や	0	0	Ya	雅	Я.
針	針	0	0	needle	针	игла
の	の	0	0	of	的	из
山	山	0	0	Mountain	山	гора
の	の	0	0	of	的	из
景色	景色	0	0	Scenery	风景	декорации
が	が	0	0	But	那里	Там
、	、	0	0	,	，	,
丁度	丁度	0	0	exactly	刚	как раз
覗き	覗き	0	0	Peeping	偷窥	Подглядывание
眼鏡	眼鏡	0	0	glasses	眼镜	очки
を	を	0	0	The	该
見る	見る	0	0	to see	见	посмотреть
よう	よう	0	0	Yo	呦	Yo
に	に	0	0	To	至	к
、	、	0	0	,	，	,
はっきり	はっきり	1	0	clearly	明确地	очевидно
と	と	0	0	When	和	и
見える	見える	1	0	appear	看	посмотреть
の	の	0	0	of	的	из
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
すると	すると	0	0	Then	然后	тогда
その	その	0	0	That	该
地獄	地獄	0	0	hell	地狱	ад
の	の	0	0	of	的	из
底	底	0	0	bottom	底部	дно
に	に	0	0	To	至	к
、	、	0	0	,	，	,
陀多	陀多	0	0	陀多	陀多	陀多
と	と	0	0	When	和	и
云う	云う	0	0	say	说	сказать
男	男	1	0	Man	男人	человек
が	が	0	0	But	那里	Там
一	一	0	0	one	一	один
人	人	0	0	Man	人	люди
、	、	0	0	,	，	,
ほか	ほか	0	0	In addition to	除了	В дополнение к
の	の	0	0	of	的	из
罪人	罪人	0	0	sinner	罪人	грешник
と	と	0	0	When	和	и
一緒	一緒	1	0	together	一起	вместе
に	に	0	0	To	至	к
蠢い	蠢く	0	0	Wriggles	蠕动	извивается
て	て	0	0	On	上	на
いる	いる	0	0	Roast	烤	обжиг
姿	姿	1	0	Appearance	外形	внешний вид
が	が	0	0	But	那里	Там
、	、	0	0	,	，	,
御	御	0	0	Your	你的	ваш
眼	眼	0	0	eye	眼	глаз
に	に	0	0	To	至	к
止まり	止まる	0	0	Stop	停止	остановить
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
この	この	0	0	this	此	Это
陀多	陀多	0	0	陀多	陀多	陀多
と	と	0	0	When	和	и
云う	云う	0	0	say	说	сказать
男	男	0	0	Man	男人	человек
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
人	人	1	0	Man	人	люди
を	を	0	0	The	该
殺し	殺す	0	0	kill	杀	убить
たり	たり	0	0	Or	或	или
家	家	1	0	House	房子	дом
に	に	0	0	To	至	к
火	火	0	0	fire	火	огонь
を	を	0	0	The	该
つけ	つける	0	0	Put on	穿	надевать
たり	たり	0	0	Or	或	или
、	、	0	0	,	，	,
いろいろ	いろいろ	1	0	various	各个	различный
悪事	悪事	0	0	Wrongdoing	坏事	проступок
を	を	0	0	The	该
働い	働く	0	0	work	工作	работа
た	た	0	0	It was	这是	было
大	大	0	0	Big	大	большой
泥坊	泥坊	0	0	thief	贼	вор
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
が	が	0	0	But	那里	Там
、	、	0	0	,	，	,
それでも	それでも	0	0	Still	还	еще
たった	たった	0	0	only	只	только
一つ	一つ	0	0	One	一	один
、	、	0	0	,	，	,
善い	善い	0	0	good	良好	хорошо
事	事	0	0	Thing	事	вещь
を	を	0	0	The	该
致し	致す	0	0	Itasu	Itasu	Itasu
た	た	0	0	It was	这是	было
覚え	覚え	1	0	Remember	记得	запомнить
が	が	0	0	But	那里	Там
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
と	と	0	0	When	和	и
申し	申す	0	0	Mosu	Mosu	MOSU
ます	ます	0	0	You	您	вы
の	の	0	0	of	的	из
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
ある	ある	0	0	is there	一些	некоторые
時	時	0	0	Time	当	когда
この	この	0	0	this	此	Это
男	男	0	0	Man	男人	человек
が	が	0	0	But	那里	Там
深い	深い	0	0	deep	深	глубокая
林	林	1	0	Forest	森林	лес
の	の	0	0	of	的	из
中	中	0	0	During ~	中	среда
を	を	0	0	The	该
通り	通る	0	0	Pass through	通过	проходить через
ます	ます	0	0	You	您	вы
と	と	0	0	When	和	и
、	、	0	0	,	，	,
小さな	小さな	0	0	small	一个小	небольшой
蜘蛛	蜘蛛	0	0	spider	蜘蛛	паук
が	が	0	0	But	那里	Там
一	一	0	0	one	一	один
匹	匹	0	0	Animals	动物	животные
、	、	0	0	,	，	,
路	路	0	0	Tract	管道	тракт
ば	ば	0	0	Place	地方	место
た	た	0	0	It was	这是	было
を	を	0	0	The	该
這っ	這う	0	0	Crawl	爬行	ползать
て	て	0	0	On	上	на
行く	行く	0	0	go	去	идти
の	の	0	0	of	的	из
が	が	0	0	But	那里	Там
見え	見える	1	0	appear	看	посмотреть
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
そこで	そこで	0	0	there	那里	Там
陀多	陀多	0	0	陀多	陀多	陀多
は	は	0	0	It is	这是	Здесь
早速	早速	0	0	immediately	立即	немедленно
足	足	0	0	leg	脚	ножка
を	を	0	0	The	该
挙げ	挙げる	0	0	Raise	提高	поднимать
て	て	0	0	On	上	на
、	、	0	0	,	，	,
踏み	踏む	0	0	Tread	踏	поступь
殺そ	殺す	0	0	kill	杀	убить
う	う	0	0	Cormorant	鸬鹚	баклан
と	と	0	0	When	和	и
致し	致す	0	0	Itasu	Itasu	Itasu
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
が	が	0	0	But	那里	Там
、	、	0	0	,	，	,
「	「	0	0	"	“	"
いや	いや	0	0	Disagreeable	否	нет
、	、	0	0	,	，	,
いや	いや	0	0	Disagreeable	否	нет
、	、	0	0	,	，	,
これ	これ	1	0	this	此	Это
も	も	0	0	Also	还有	а также
小さい	小さい	0	0	small	小	небольшой
ながら	ながら	0	0	Though	虽然	хотя
、	、	0	0	,	，	,
命	命	0	0	life	生活	жизнь
の	の	0	0	of	的	из
ある	ある	0	0	is there	一些	некоторые
もの	もの	0	0	thing	事	вещь
に	に	0	0	To	至	к
違い	違い	0	0	the difference	区别	разница
ない	ない	0	0	Absent	没有	Не имею
。	。	0	0	.	。	,
その	その	0	0	That	该
命	命	1	0	life	生活	жизнь
を	を	0	0	The	该
無	無	0	0	Nothing	没什么	Ничего
暗に	暗に	0	0	implicitly	隐式	молчаливо
とる	とる	0	0	Take on	担当	приобретать
と	と	0	0	When	和	и
云う	云う	0	0	say	说	сказать
事	事	0	0	Thing	事	вещь
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
いくら	いくら	0	0	How much	多少	сколько
何	何	0	0	what	什么	какие
でも	でも	0	0	But	但	но
可哀そう	可哀そう	1	0	Poor	穷	бедных
だ	だ	0	0	I	我	Я
。	。	0	0	.	。	,
」	」	0	0	"	“	"
と	と	0	0	When	和	и
、	、	0	0	,	，	,
こう	こう	0	0	like this	此	Это
急に	急に	1	0	suddenly	突然	вдруг
思い返し	思い返す	0	0	Think back upon	回想在	Подумайте назад на
て	て	0	0	On	上	на
、	、	0	0	,	，	,
とうとう	とうとう	0	0	At last	终于	наконец
その	その	0	0	That	该
蜘蛛	蜘蛛	0	0	spider	蜘蛛	паук
を	を	0	0	The	该
殺さ	殺す	0	0	kill	杀	убить
ず	ぬ	0	0	Unexpected	意外	непредвиденный
に	に	0	0	To	至	к
助け	助ける	1	0	help	帮助	помощь
て	て	0	0	On	上	на
やっ	やる	0	0	do	做	делать
た	た	0	0	It was	这是	было
から	から	0	0	From	从	из
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
御	御	0	0	Your	你的	ваш
釈迦	釈迦	0	0	Buddha	佛	Будда
様	様	0	0	Mr	像	как
は	は	0	0	It is	这是	Здесь
地獄	地獄	1	0	hell	地狱	ад
の	の	0	0	of	的	из
様子	様子	0	0	Appearance	外形	внешний вид
を	を	0	0	The	该
御覧	御覧	0	0	Look	看	посмотреть
に	に	0	0	To	至	к
なり	なる	0	0	Become	变	становится
ながら	ながら	0	0	Though	虽然	хотя
、	、	0	0	,	，	,
この	この	0	0	this	此	Это
陀多	陀多	0	0	陀多	陀多	陀多
に	に	0	0	To	至	к
は	は	0	0	It is	这是	Здесь
蜘蛛	蜘蛛	0	0	spider	蜘蛛	паук
を	を	0	0	The	该
助け	助ける	0	0	help	帮助	помощь
た	た	0	0	It was	这是	было
事	事	0	0	Thing	事	вещь
が	が	0	0	But	那里	Там
ある	ある	0	0	is there	一些	некоторые
の	の	0	0	of	的	из
を	を	0	0	The	该
御	御	0	0	Your	你的	ваш
思い出し	思い出す	1	0	remember	召回	отзыв
に	に	0	0	To	至	к
なり	なる	0	0	Become	变	становится
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
そうして	そうして	0	0	Then	然后	тогда
それだけ	それだけ	0	0	that's all	那么多	столько
の	の	0	0	of	的	из
善い	善い	0	0	good	良好	хорошо
事	事	0	0	Thing	事	вещь
を	を	0	0	The	该
し	する	0	0	Make	使	сделать
た	た	0	0	It was	这是	было
報	報	0	0	Broadcast	广播	Broadcast
に	に	0	0	To	至	к
は	は	0	0	It is	这是	Здесь
、	、	0	0	,	，	,
出来る	出来る	0	0	Be able to	能够	Быть в состоянии
なら	だ	0	0	I	我	Я
、	、	0	0	,	，	,
この	この	0	0	this	此	Это
男	男	0	0	Man	男人	человек
を	を	0	0	The	该
地獄	地獄	0	0	hell	地狱	ад
から	から	0	0	From	从	из
救い出し	救い出す	1	0	Rescue	营救	спасание
て	て	0	0	On	上	на
やろ	やる	0	0	do	做	делать
う	う	0	0	Cormorant	鸬鹚	баклан
と	と	0	0	When	和	и
御	御	0	0	Your	你的	ваш
考え	考え	0	0	Thinking	思维	мышление
に	に	0	0	To	至	к
なり	なる	0	0	Become	变	становится
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
幸い	幸い	0	0	Fortunately	幸	к счастью
、	、	0	0	,	，	,
側	側	0	0	~ side	侧	сторона
を	を	0	0	The	该
見	見る	0	0	to see	见	посмотреть
ます	ます	0	0	You	您	вы
と	と	0	0	When	和	и
、	、	0	0	,	，	,
翡翠	翡翠	0	0	Jade	玉	нефрит
の	の	0	0	of	的	из
よう	よう	0	0	Yo	呦	Yo
な	だ	0	0	I	我	Я
色	色	0	0	color	颜色	цвет
を	を	0	0	The	该
し	する	0	0	Make	使	сделать
た	た	0	0	It was	这是	было
蓮	蓮	0	0	lotus	莲花	лотос
の	の	1	0	of	的	из
葉	葉	0	0	leaf	叶	лист
の	の	1	0	of	的	из
上	上	0	0	Up	以上	выше
に	に	0	0	To	至	к
、	、	0	0	,	，	,
極楽	極楽	0	0	Paradise	天堂	рай
の	の	0	0	of	的	из
蜘蛛	蜘蛛	0	0	spider	蜘蛛	паук
が	が	0	0	But	那里	Там
一	一	0	0	one	一	один
匹	匹	0	0	Animals	动物	животные
、	、	0	0	,	，	,
美しい	美しい	1	0	beautiful	美丽	красивый
銀色	銀色	0	0	Silver	银	серебро
の	の	0	0	of	的	из
糸	糸	0	0	yarn	线	нить
を	を	0	0	The	该
かけ	かける	0	0	Play	玩	играть
て	て	0	0	On	上	на
居り	居る	0	0	Have	有	иметь
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
御	御	0	0	Your	你的	ваш
釈迦	釈迦	0	0	Buddha	佛	Будда
様	様	0	0	Mr	像	как
は	は	0	0	It is	这是	Здесь
その	その	0	0	That	该
蜘蛛	蜘蛛	0	0	spider	蜘蛛	паук
の	の	0	0	of	的	из
糸	糸	1	0	yarn	线	нить
を	を	0	0	The	该
そっと	そっと	0	0	Softly	轻轻	мягко
御	御	0	0	Your	你的	ваш
手	手	1	0	hand	手	рука
に	に	0	0	To	至	к
御	御	0	0	Your	你的	ваш
取り	取り	0	0	take	取	взять
に	に	0	0	To	至	к
なっ	なる	0	0	Become	变	становится
て	て	0	0	On	上	на
、	、	0	0	,	，	,
玉	玉	0	0	ball	球	мяч
の	の	0	0	of	的	из
よう	よう	0	0	Yo	呦	Yo
な	だ	0	0	I	我	Я
白蓮	白蓮	0	0	White Lotus	白莲教	Белый Лотос
の	の	0	0	of	的	из
間	間	0	0	while	之间	между
から	から	0	0	From	从	из
、	、	0	0	,	，	,
遥か	遥か	0	0	far	远	далеко
下	下	0	0	under	下面	ниже
に	に	0	0	To	至	к
ある	ある	0	0	is there	一些	некоторые
地獄	地獄	1	0	hell	地狱	ад
の	の	0	0	of	的	из
底	底	1	0	bottom	底部	дно
へ	へ	0	0	What	至	к
、	、	0	0	,	，	,
まっすぐ	まっすぐ	1	0	Straight	直	прямой
に	に	0	0	To	至	к
それ	それ	0	0	It	它	это
を	を	0	0	The	该
御	御	0	0	Your	你的	ваш
下し	下す	0	0	Judge	法官	судья
なさい	なさる	0	0	Nasaru	Nasaru	Nasaru
まし	ます	0	0	You	您	вы
た	た	0	0	It was	这是	было
。	。	0	1	.	。	,
こちら	こちら	0	0	This direction	这个方向	Это направление
は	は	0	0	It is	这是	Здесь
地獄	地獄	0	0	hell	地狱	ад
の	の	1	0	of	的	из
底	底	0	0	bottom	底部	дно
の	の	0	0	of	的	из
血の池	血の池	0	0	Pool of blood	血池	Бассейн крови
で	で	0	0	so	在	в
、	、	0	0	,	，	,
ほか	ほか	0	0	In addition to	除了	В дополнение к
の	の	0	0	of	的	из
罪人	罪人	1	0	sinner	罪人	грешник
と	と	0	0	When	和	и
一緒に	一緒に	1	0	together	一起	вместе
、	、	0	0	,	，	,
浮い	浮く	0	0	float	浮动	терка
たり	たり	0	0	Or	或	или
沈ん	沈む	0	0	Sink	水槽	раковина
だり	だり	0	0	Dari	达里语	дари
し	する	0	0	Make	使	сделать
て	て	0	0	On	上	на
い	いる	0	0	Roast	烤	обжиг
た	た	0	0	It was	这是	было
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
。	。	0	1	.	。	,
何しろ	何しろ	0	0	Anyway	无论如何	во всяком случае
どちら	どちら	0	0	Which	或	либо
を	を	0	0	The	该
見	見る	0	0	to see	见	посмотреть
て	て	0	0	On	上	на
も	も	0	0	Also	还有	а также
、	、	0	0	,	，	,
まっ暗	まっ暗	0	0	Total darkness	完全的黑暗	Полная темнота
で	で	0	0	so	在	в
、	、	0	0	,	，	,
たまに	たまに	0	0	Occasionally	偶尔	иногда
その	その	0	0	That	该
くら	くら	0	0	Saddle	鞍	седловина
暗から	暗い	0	0	dark	黑暗	темно
ぼんやり	ぼんやり	0	0	Blankly	面无表情	безучастно
浮き	浮く	0	0	float	浮动	терка
上っ	上る	0	0	climb	攀登	набор высоты
て	て	0	0	On	上	на
いる	いる	0	0	Roast	烤	обжиг
もの	もの	0	0	thing	事	вещь
が	が	0	0	But	那里	Там
ある	ある	0	0	is there	一些	некоторые
と	と	0	0	When	和	и
思い	思う	1	0	think	我认为，	Я думаю,
ます	ます	0	0	You	您	вы
と	と	0	0	When	和	и
、	、	0	0	,	，	,
それ	それ	0	0	It	它	это
は	は	0	0	It is	这是	Здесь
恐し	恐い	1	0	Frightening	可怕	пугающий
い	いる	0	0	Roast	烤	обжиг
針	針	0	0	needle	针	игла
の	の	0	0	of	的	из
山	山	1	0	Mountain	山	гора
の	の	0	0	of	的	из
針	針	1	0	needle	针	игла
が	が	0	0	But	那里	Там
光る	光る	0	0	Shining	发光的	сияющий
の	の	0	0	of	的	из
で	だ	0	0	I	我	Я
ござい	ござる	0	0	A bamboo basket	竹筐	Бамбуковая корзина
ます	ます	0	0	You	您	вы
から	から	0	0	From	从	из
、	、	0	0	,	，	,
その	その	0	0	That	该
心細	心細い	0	0	Lonely	寂寞	одинокий
さ	さ	0	0
と	と	0	0	When	和	и
云っ	云う	0	0	say	说	сказать
たら	た	0	0	It was	这是	было
